State, Facility Name, Facility ID (ORISPL), Unit ID, Associated Stacks, Year, Program(s), EPA Region, NERC Region, County, County Code, FIPS Code, Source Category, Facility Latitude, Facility Longitude, Owner, Operator, Representative (Primary), Representative (Secondary), SO2 Phase, NOx Phase, Unit Type, Fuel Type (Primary), Fuel Type (Secondary), SO2 Control(s), NOx Control(s), PM Control(s), Hg Control(s), Commercial Operation Date, Operating Status, Max Hourly HI Rate (MMBtu/hr)
PA,St. Nicholas Cogeneration Project,54634,1,,2016,"ARP, MATS, CSNOX, CSNOXOS, CSSO2G1",3,,Schuylkill County,PA107,107,Small Power Producer,40.8222,-76.1736,"Schuylkill Energy Resources, Inc.","Schuylkill Energy Resources, Inc.",Robert Hoppe (605625),,Phase 2,,Circulating fluidized bed boiler,Coal Refuse,Residual Oil,Fluidized Bed Limestone Injection,,Baghouse,,7/1/90,Operating,1300
PA,"WPS Westwood Generation, LLC",50611,31,,2016,"ARP, MATS, CSNOX, CSNOXOS, CSSO2G1",3,,Schuylkill County,PA107,107,Electric Utility,40.6191,-76.45,"Liberty Bell Funding LLC, Olympus Power Funding LLC, Olympus Power, LLC","Olympus Power Funding LLC, Olympus Power, LLC","John L Oelbracht (606911) (Ended Apr 18, 2016)<br>Matthew J Cochran (606793) (Started Apr 18, 2016)","Anne M Larson (606924) (Started Feb 09, 2016) (Ended Apr 18, 2016)",Phase 2,,Circulating fluidized bed boiler,Coal,Diesel Oil,Fluidized Bed Limestone Injection,,Baghouse,,1/12/87,Operating,615
PA,Wheelabrator - Frackville,50879,GEN1,,2016,"ARP, MATS, CSNOX, CSNOXOS, CSSO2G1",3,,Schuylkill County,PA107,107,Cogeneration,40.7817,-76.1781,"Wheelabrator Frackville Energy Company, Inc.","Wheelabrator Frackville Energy Company, Inc.",Timothy Porczynski (602583),,Phase 2,,Circulating fluidized bed boiler,Coal,Diesel Oil,Fluidized Bed Limestone Injection,Other,Baghouse<br>Cyclone,,7/1/89,Operating,776
PA,York Energy Center,55524,1,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G1",3,,York County,PA133,133,Electric Utility,39.738,-76.3072,"Calpine Mid Merit, LLC","Calpine Operating Services Company, Inc.",John Trainor (607097),James W Klickovich (602329),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,3/2/11,Operating,1650
PA,York Energy Center,55524,2,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G1",3,,York County,PA133,133,Electric Utility,39.738,-76.3072,"Calpine Mid Merit, LLC","Calpine Operating Services Company, Inc.",John Trainor (607097),James W Klickovich (602329),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,3/2/11,Operating,1650
PA,York Energy Center,55524,3,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G1",3,,York County,PA133,133,Electric Utility,39.738,-76.3072,"Calpine Mid Merit, LLC","Calpine Operating Services Company, Inc.",John Trainor (607097),James W Klickovich (602329),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,3/2/11,Operating,1650
RI,Manchester Street,3236,10,,2016,"ARP, RGGI, SIPNOX",1,NPCC,Providence County,RI007,7,Electric Utility,41.8167,-71.4042,"Dominion Energy Manchester Street, Inc.","Dominion Energy Manchester Street, Inc.","John D Smatlak (607138) (Ended Apr 05, 2016)<br>Jim E Eck (608311) (Started Apr 05, 2016)",Robert W Sauer (1525),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Selective Catalytic Reduction<br>Steam Injection,,,7/24/95,Operating,1450
RI,Manchester Street,3236,11,,2016,"ARP, RGGI, SIPNOX",1,NPCC,Providence County,RI007,7,Electric Utility,41.8167,-71.4042,"Dominion Energy Manchester Street, Inc.","Dominion Energy Manchester Street, Inc.","John D Smatlak (607138) (Ended Apr 05, 2016)<br>Jim E Eck (608311) (Started Apr 05, 2016)",Robert W Sauer (1525),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Selective Catalytic Reduction<br>Steam Injection,,,6/30/95,Operating,1450
RI,Manchester Street,3236,9,,2016,"ARP, RGGI, SIPNOX",1,NPCC,Providence County,RI007,7,Electric Utility,41.8167,-71.4042,"Dominion Energy Manchester Street, Inc.","Dominion Energy Manchester Street, Inc.","John D Smatlak (607138) (Ended Apr 05, 2016)<br>Jim E Eck (608311) (Started Apr 05, 2016)",Robert W Sauer (1525),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Selective Catalytic Reduction<br>Steam Injection,,,8/30/95,Operating,1450
RI,Ocean State Power,51030,1,,2016,"ARP, RGGI, SIPNOX",1,,Providence County,RI007,7,Electric Utility,42.0099,-71.6701,TransCanada Power,"Ocean State Power, TransCanada Power",Richard P Schuler (604462),Jill Parrett (607036),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,12/1/90,Operating,1650
RI,Ocean State Power,51030,2,,2016,"ARP, RGGI, SIPNOX",1,,Providence County,RI007,7,Electric Utility,42.0099,-71.6701,TransCanada Power,"Ocean State Power, TransCanada Power",Richard P Schuler (604462),Jill Parrett (607036),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,12/1/90,Operating,1650
RI,Ocean State Power II,54324,3,,2016,"ARP, RGGI, SIPNOX",1,,Providence County,RI007,7,Electric Utility,42.0099,-71.6701,OSP Holdings Ltd,Ocean State Power,Richard P Schuler (604462),Jill Parrett (607036),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,10/1/91,Operating,1650
RI,Ocean State Power II,54324,4,,2016,"ARP, RGGI, SIPNOX",1,,Providence County,RI007,7,Electric Utility,42.0099,-71.6701,OSP Holdings Ltd,Ocean State Power,Richard P Schuler (604462),Jill Parrett (607036),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,10/1/91,Operating,1650
RI,"Pawtucket Power Associates, LP",54056,1,,2016,"ARP, RGGI, SIPNOX",1,NPCC,Providence County,RI007,7,Electric Utility,41.861,-71.407,"Pawtucket Power Associates, LP","PurEnergy Operating Services, LLC, PurEnergy, LLC","John Bobenic (603678) (Ended Jul 12, 2016)<br>Dwayne Dychkowski (608413) (Started Jul 12, 2016)","Wayne Akey (606303) (Ended Jul 12, 2016)<br>Todd Annarummo (608424) (Started Jul 12, 2016) (Ended Aug 10, 2016)<br>Shaun McNamara (607790) (Started Aug 10, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection<br>Selective Catalytic Reduction,,,2/1/91,Operating,1300
RI,Rhode Island State Energy Center,55107,RISEP1,,2016,"ARP, RGGI, SIPNOX",1,,Providence County,RI007,7,Electric Utility,41.8017,-71.5186,"Entergy Rhode Island State Energy, LP, Rhode Island State Energy Center, LP",Nextera Energy Operating Services Inc.,"Edward Trump (606671) (Ended Jan 21, 2016)<br>Matthew Lydon (500625) (Started Jan 21, 2016)","Matthew Lydon (500625) (Ended Jan 21, 2016)<br>Collin Franceschi (608186) (Started Jan 21, 2016) (Ended Jul 15, 2016)<br>Michael Voeller (608435) (Started Jul 15, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,7/29/02,Operating,2294.6
RI,Rhode Island State Energy Center,55107,RISEP2,,2016,"ARP, RGGI, SIPNOX",1,,Providence County,RI007,7,Electric Utility,41.8017,-71.5186,"Entergy Rhode Island State Energy, LP, Rhode Island State Energy Center, LP",Nextera Energy Operating Services Inc.,"Edward Trump (606671) (Ended Jan 21, 2016)<br>Matthew Lydon (500625) (Started Jan 21, 2016)","Matthew Lydon (500625) (Ended Jan 21, 2016)<br>Collin Franceschi (608186) (Started Jan 21, 2016) (Ended Jul 15, 2016)<br>Michael Voeller (608435) (Started Jul 15, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Dry Low NOx Burners<br>Selective Catalytic Reduction,,,8/3/02,Operating,2294.6
RI,"Tiverton Power, LLC",55048,1,,2016,"ARP, RGGI, SIPNOX",1,NPCC,Newport County,RI005,5,Electric Utility,41.6417,-71.17,Tiverton Power,"Wood Group Power Operations, Inc.",Tricia Keegan (606015),Aaron MacIntyre (607327),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2/1/00,Operating,2130
SC,Broad River Energy Center,55166,CT-1,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.0786,-81.575,"Broad River Energy, LLC","Calpine Operating Services Company, Inc.",Jay Youmans (606913),"Janis Fallon (605643) (Ended Dec 08, 2016)<br>Clarence Rainey Jr. (608573) (Started Dec 08, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,5/7/00,Operating,2137.5
SC,Broad River Energy Center,55166,CT-2,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.0786,-81.575,"Broad River Energy, LLC","Calpine Operating Services Company, Inc.",Jay Youmans (606913),"Janis Fallon (605643) (Ended Dec 08, 2016)<br>Clarence Rainey Jr. (608573) (Started Dec 08, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,5/14/00,Operating,2137.5
SC,Broad River Energy Center,55166,CT-3,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.0786,-81.575,"Broad River Energy, LLC","Calpine Operating Services Company, Inc.",Jay Youmans (606913),"Janis Fallon (605643) (Ended Dec 08, 2016)<br>Clarence Rainey Jr. (608573) (Started Dec 08, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,5/21/00,Operating,2137.5
SC,Broad River Energy Center,55166,CT-4,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.0786,-81.575,"Broad River Energy, LLC","Calpine Operating Services Company, Inc.",Jay Youmans (606913),"Janis Fallon (605643) (Ended Dec 08, 2016)<br>Clarence Rainey Jr. (608573) (Started Dec 08, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,3/30/01,Operating,2137.5
SC,Broad River Energy Center,55166,CT-5,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.0786,-81.575,"Broad River Energy, LLC","Calpine Operating Services Company, Inc.",Jay Youmans (606913),"Janis Fallon (605643) (Ended Dec 08, 2016)<br>Clarence Rainey Jr. (608573) (Started Dec 08, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,3/30/01,Operating,2137.5
SC,Cherokee County Cogen,55043,CCCP1,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Cogeneration,35.0727,-81.613,"Cherokee County Cogen Partners, LP","Cherokee County Cogen Partners, LP",Kathy French (605624),Scott Weis (602951),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,7/1/98,Operating,832
SC,Columbia Energy Center (SC),55386,CT-1,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Calhoun County,SC017,17,Electric Utility,33.8692,-81.0183,"Columbia Energy, LLC","Columbia Energy, LLC",Kathy French (605624),Scott Weis (602951),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,3/2/04,Operating,2484
SC,Columbia Energy Center (SC),55386,CT-2,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Calhoun County,SC017,17,Electric Utility,33.8692,-81.0183,"Columbia Energy, LLC","Columbia Energy, LLC",Kathy French (605624),Scott Weis (602951),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Selective Catalytic Reduction,,,3/2/04,Operating,2484
SC,Cope Station,7210,COP1,,2016,"ARP, MATS, CSNOX, CSNOXOS, CSSO2G2",4,SERC,Orangeburg County,SC075,75,Electric Utility,33.3642,-81.03,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,Phase 2 Group 1,Tangentially-fired,Coal,,Dry Lime FGD,Selective Catalytic Reduction<br>Low NOx Burner Technology w/ Separated OFA,Baghouse,,3/1/96,Operating,4725
SC,Cross,130,1,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP, MATS",4,,Berkeley County,SC015,15,Electric Utility,33.3692,-80.1119,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,Early Election,Dry bottom wall-fired boiler,Coal,Residual Oil,Wet Limestone,Selective Catalytic Reduction<br>Low NOx Burner Technology w/ Overfire Air,Electrostatic Precipitator,,12/1/94,Operating,6750
SC,Cross,130,2,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP, MATS",4,,Berkeley County,SC015,15,Electric Utility,33.3692,-80.1119,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,Early Election,Tangentially-fired,Coal,Residual Oil,Wet Limestone,Selective Catalytic Reduction<br>Low NOx Burner Technology w/ Closed-coupled OFA,Electrostatic Precipitator,,5/1/84,Operating,6640
SC,Cross,130,3,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP, MATS",4,,Berkeley County,SC015,15,Electric Utility,33.3692,-80.1119,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Tangentially-fired,Coal,Diesel Oil,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction,Electrostatic Precipitator,,10/4/06,Operating,6895
SC,Cross,130,4,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP, MATS",4,,Berkeley County,SC015,15,Electric Utility,33.3692,-80.1119,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Tangentially-fired,Coal,Diesel Oil,Wet Limestone,Low NOx Burner Technology w/ Closed-coupled/Separated OFA<br>Selective Catalytic Reduction,Electrostatic Precipitator,,4/26/08,Operating,7120
SC,Darlington County,3250,12,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,SERC,Darlington County,SC031,31,Electric Utility,34.4185,-80.1657,"Duke Energy Progress, Inc.","Duke Energy Progress, Inc.","Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,6/1/97,Operating,1965
SC,Darlington County,3250,13,,2016,"CSSO2G2, ARP, CSNOX, CSNOXOS",4,SERC,Darlington County,SC031,31,Electric Utility,34.4185,-80.1657,"Duke Energy Progress, Inc.","Duke Energy Progress, Inc.","Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,6/1/97,Operating,1850
SC,Hagood,3285,HAG4,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,SERC,Charleston County,SC019,19,Electric Utility,32.8265,-79.9634,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection,,,1/1/91,Operating,1296.7
SC,Jasper County Generating Facility,55927,CT01,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Jasper County,SC053,53,Electric Utility,32.3592,-81.1236,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection,,,11/18/03,Operating,2448.5
SC,Jasper County Generating Facility,55927,CT02,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Jasper County,SC053,53,Electric Utility,32.3592,-81.1236,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection,,,11/25/03,Operating,2448.5
SC,Jasper County Generating Facility,55927,CT03,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Jasper County,SC053,53,Electric Utility,32.3592,-81.1236,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection<br>Ammonia Injection,,,12/5/03,Operating,2448.5
SC,John S. Rainey Generating Station,7834,CT1A,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Dry Low NOx Burners<br>Water Injection,,,12/3/01,Operating,1850
SC,John S. Rainey Generating Station,7834,CT1B,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction<br>Dry Low NOx Burners<br>Water Injection,,,12/3/01,Operating,1850
SC,John S. Rainey Generating Station,7834,CT2A,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,3/21/02,Operating,1895
SC,John S. Rainey Generating Station,7834,CT2B,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,5/7/02,Operating,1895
SC,John S. Rainey Generating Station,7834,CT3,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,,,,11/13/03,Operating,874.6
SC,John S. Rainey Generating Station,7834,CT4,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,,,,11/19/03,Operating,874.6
SC,John S. Rainey Generating Station,7834,CT5,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Anderson County,SC007,7,Electric Utility,34.3477,-82.776,Santee Cooper,Santee Cooper,"Lewis P Pierce (284) (Ended Sep 27, 2016)<br>Thomas Curtis (608490) (Started Sep 27, 2016)","Jay Hudson (2749) (Ended Sep 27, 2016)<br>Marty Watson (608491) (Started Sep 27, 2016)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,,,,12/2/03,Operating,874.6
SC,McMeekin,3287,MCM1,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP, MATS",4,SERC,Lexington County,SC063,63,Electric Utility,34.0533,-81.2178,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,Phase 2 Group 1,Tangentially-fired,"Coal, Pipeline Natural Gas","Residual Oil, Pipeline Natural Gas",,Low NOx Burner Technology w/ Separated OFA,Baghouse,,1/1/58,Operating,1352
SC,McMeekin,3287,MCM2,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP, MATS",4,SERC,Lexington County,SC063,63,Electric Utility,34.0533,-81.2178,South Carolina Electric & Gas Company,South Carolina Electric & Gas Company,James M Landreth (2342),Henry E Delk (607601),Phase 2,Phase 2 Group 1,Tangentially-fired,"Coal, Pipeline Natural Gas","Residual Oil, Pipeline Natural Gas",,Low NOx Burner Technology w/ Separated OFA,Baghouse,,1/1/58,Operating,1434
SC,Mill Creek Combustion Turbine Station,7981,1,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,12/9/02,Operating,1244
SC,Mill Creek Combustion Turbine Station,7981,2,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,12/12/02,Operating,1244
SC,Mill Creek Combustion Turbine Station,7981,3,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,12/11/02,Operating,1244
SC,Mill Creek Combustion Turbine Station,7981,4,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,12/16/02,Operating,1244
SC,Mill Creek Combustion Turbine Station,7981,5,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,1/21/03,Operating,1243.9
SC,Mill Creek Combustion Turbine Station,7981,6,,2016,"CSNOX, CSNOXOS, CSSO2G2, ARP",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,1/28/03,Operating,1243.9
SC,Mill Creek Combustion Turbine Station,7981,7,,2016,"CSNOX, ARP, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,1/25/03,Operating,1243.9
SC,Mill Creek Combustion Turbine Station,7981,8,,2016,"ARP, CSNOX, CSNOXOS, CSSO2G2",4,,Cherokee County,SC021,21,Electric Utility,35.1597,-81.4306,Duke Energy Corporation,Duke Energy Corporation,"Jason M Allen (605760) (Ended Jul 06, 2016)<br>Derek Picklesimer (608097) (Started Jul 06, 2016) (Ended Jul 13, 2016)<br>Julie K Turner (608414) (Started Jul 13, 2016)",Larry E Hatcher (607637),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners<br>Water Injection,,,2/7/03,Operating,1243.9
